;created_at;content;media;source_link;comments;likes;shares
10;1609875306;"Social marketers—it's 2021. Are you still tracking the wrong social metrics?!

In episode 4 of #AskAnExpert, we'll be sitting with Ashley Reid, Senior Business Value Analyst at Hootsuite, to find out what social metrics to track and why they matter to your organization 👊💰

Ask Ashley questions below! Video coming soon...⏰";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C5622AQFTjgJI_qRDzg/feedshare-shrink_1280-alternative/0/1609875304594?e=1613001600&v=beta&t=267wWSTxHbhDX_S2Y7GWNcuYuZP5aI91bSvMzFke2ww;https://www.linkedin.com/feed/update/urn:li:activity:6752306436811964416;0;74;1
11;1609799982;"Our #SocialTrends2021 will light the way 💡
 
Grab your copy: http://ow.ly/iJIB50CZST7";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQEqmsIOy7nQNg/feedshare-shrink_800-alternative/0/1609799981551?e=1612396800&v=beta&t=nzLNwKIO_ieXdJNM5g22-dU51mTVh1g45JkIwPpDnvo;https://www.linkedin.com/feed/update/urn:li:activity:6751990506508587008;15;633;123
12;1609747259;"Bereit, im neuen Jahr den inneren Funken Ihrer Marke zu entzünden? Es ist an der Zeit, Worten Taten folgen zu lassen, und das fängt ganz oben an. ✨

Lesen Sie unseren Report #SocialTrends2021, um zu erfahren, wie Sie mit dem Aufbau eines wirklich sinnorientierten Unternehmens beginnen: http://ow.ly/pOlt50CEyVc";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4E22AQFz7mQIyUsqQg/feedshare-shrink_1280-alternative/0/1609747259986?e=1612396800&v=beta&t=GEGPV0sb7tOkC6tTmb9ASN_d_L8ZDFzVyR2QKS1xNGs;https://www.linkedin.com/feed/update/urn:li:activity:6751769371967832064;0;1;0
13;1609348212;"We asked our crystal ball some questions about 2021 🔮

Find the answers here. #SocialTrends2021";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQEzkO5vXixs9Q/feedshare-shrink_1280-alternative/0/1609348212288?e=1612396800&v=beta&t=A69wkNfZyFAmLPVnvBG36ALWxM-D7DrVellZckWx8Hc;https://www.linkedin.com/feed/update/urn:li:activity:6750095644880322560;2;57;11
14;1609260313;"In 2021, here are the most effective ways to:

1. Boost traffic
2. Get leads
3. Attract new customers http://ow.ly/T1cZ50CTQGK";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQHLF3HArHEu7g/feedshare-shrink_1280-alternative/0/1609260313785?e=1612396800&v=beta&t=dSv9Xal2_BdP_Tcg418ErpD_Xluz-7GGmlML9L0_53I;https://www.linkedin.com/feed/update/urn:li:activity:6749726970960986112;1;135;3
15;1609171808;WTF 🤔;MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQGMhB3R2qtWLQ/feedshare-shrink_1280-alternative/0/1609171808850?e=1611792000&v=beta&t=jwDU2jKvIigXCHrtFiND98cRaec8v_1zQsAp7mB_fnk;https://www.linkedin.com/feed/update/urn:li:activity:6749355755234705408;1;39;1
16;1610991032;Good measurement doesn’t just tell you whether or not your ads are performing.;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2021/01/social-measurement-1080x1080-1.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6756986131415343104;0;23;1
17;1610907308;Yup, that's right... 31 Instagram hacks. Do you know them all?;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/07/instagram-hacks.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6756634967469502465;3;85;18
18;1610830848;We've left 2020 in the rearview and we're moving ahead with 2021. Here's what you need to know.;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NBFTk.png;https://www.linkedin.com/feed/update/urn:li:activity:6756314273221230592;0;18;3
19;1610740893;A lot more than just a jobs board 👍;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/03/linkedin-statistics.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6755936974734946304;2;34;5
20;1610465437;The newest Instagram features you need to know about.;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/12/instagram-guides.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6754781625080401920;0;16;3
21;1610815508;Who wouldn't want six times more engagement? 🤷‍♂️ ;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2019/11/facebook-live-video.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6756249930127429632;2;26;5
22;1611069014;Just because you can, does not mean you should. ;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/11/post-to-social-media-at-once.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6757313212674277376;5;106;25
23;1610629305;It all starts with authenticity.;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/02/instagram-engagement.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6755468938718535683;0;13;1
24;1610721035;Not how many of your friends got engaged last year. ;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NBAxT.png;https://www.linkedin.com/feed/update/urn:li:activity:6755853684338397184;3;140;25
25;1610384538;"Ready to ignite your brand’s inner spark in 2021? ✨ It’s time to walk the talk, and it starts at the top. 

Read our #SocialTrends2021 report to learn how you can start building a truly purpose-driven organization.";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NBg5Q.png;https://www.linkedin.com/feed/update/urn:li:activity:6754442310068580352;2;14;1
26;1610129119;Social marketers, it's time to make sure you've got a solid plan in place for 2021.;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/03/social-media-crisis-communications.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6753371008377462784;2;69;15
27;1610551506;Hands up if you're one of the 500 million people using Facebook Stories daily  🙋‍♀️;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2019/11/facebook-stats.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6755142625394733056;1;45;5
28;1610366711;44 ways to make your Instagram efforts go further in 2021 🙌;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2019/10/instagram-stats.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6754367537854652416;4;105;21
29;1611075752;"When it comes to social media, sometimes it’s better for brands to just be quiet. 

For those instances, we have a solution. Allow us to introduce you to our newest feature, the pause button 🙌⏯ http://ow.ly/xV6k50DbS8I";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQHYGNC_dmgWIA/feedshare-shrink_800-alternative/0/1611075752246?e=1614211200&v=beta&t=IRtHNwfD6EHjSuvg7ZSzwi2ucn1lcFI-kxch3MQIaJo;https://www.linkedin.com/feed/update/urn:li:activity:6757341472502116352;20;194;19
30;1611054064;"You’ve heard of our social trends for 2021 but don’t know how to put them into practice? 

Join our industry experts from Talkwalker,  ReviewTrackers and of course Hootsuite as they answer all your questions in our latest panel on January 28. 

Save your spot: http://ow.ly/87yZ50DbUBz #SocialTrends2021";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQFIyxqFpa1glQ/feedshare-shrink_1280-alternative/0/1611054064901?e=1614211200&v=beta&t=no7DB_fnWV9HPf136abhE464YXs0-2-ch3ynUORt9j8;https://www.linkedin.com/feed/update/urn:li:activity:6757250510027284480;1;10;0
31;1611019058;"You’ve heard of our social trends for 2021 but don’t know how to put them into practice? 

Join our industry experts from Talkwalker,  ReviewTrackers and of course Hootsuite as they answer all your questions in our latest panel on January 27. 

Save your spot: http://ow.ly/20qp50DbUrO #SocialTrends2021";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQE82TbDyacwyA/feedshare-shrink_1280-alternative/0/1611019058919?e=1614211200&v=beta&t=RZo-jFHpx0_JfXJnCqi_ybYlWJp9MfaPcirelvLFJFE;https://www.linkedin.com/feed/update/urn:li:activity:6757103681625190400;3;56;3
32;1610730916;"Stop tracking the wrong metrics on social 🛑

In episode 4 of #AskAnExpert, we chatted with Ashley Reid, Sr. Business Value Analyst at Hootsuite, to find out the social metrics that matter most for your organization 📈📊
 
Now, go press play and learn from an expert ⏯  http://ow.ly/hp2d50D9Ixx";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C5622AQEEPvBnso7m_Q/feedshare-shrink_1280-alternative/0/1610730916181?e=1613606400&v=beta&t=B1c1TSusod8NGK_4wKsEYBjQXt1DGkrSeSI7LRjhMoE;https://www.linkedin.com/feed/update/urn:li:activity:6755895124972187648;0;28;5
33;1610611257;"Während des Lockdowns ist es für Consumer Brands sichtlich schwieriger geworden, ihr In-Store-Erlebnis auf die digitale Welt zu übertragen. ✨

Ein Social Media Trend für das Jahr 2021 ist es, durch Strategie-Konzepte das Online-Kundenerlebnis mit Entdeckungen und Spaß zu füllen. 

Finden Sie heraus wie Clarins, das französische Beauty-Luxus-Unternehmen, mit Social Media diesen Sprung zur digitalen Customer Experience geschafft hat: http://ow.ly/UlIr50D6y20";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQGO0hQljMTMfQ/feedshare-shrink_1280-alternative/0/1610611257976?e=1613606400&v=beta&t=MJ1Yccx_uBt-z_gwrPY2fKdTfvxJqjrVmKqzWo5iJG4;https://www.linkedin.com/feed/update/urn:li:activity:6755393241857712128;0;0;0
34;1611046854;"Sie wollen Ihrer Konkurrenz im kommenden Jahr einen Schritt voraus sein? 💡

Erfahren Sie bei unserem Webinar mehr über die Top-Trends, die Ihre Marke in 2021 beeinflussen werden. Erhalten Sie außerdem wertvolle Experteneinblicke, wie Sie die Trends für sich nutzen können, unter anderem von Helge Ruff, dem CEO von OneTwoSocial.

Jetzt zum Social Media Trends-Webinar anmelden: http://ow.ly/QRat50Dbn1A";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQEccWDsS3A1GA/feedshare-shrink_1280-alternative/0/1611046854791?e=1614211200&v=beta&t=yzo0wksviUxvidgdaPhP1DbYhFZMG7R8rdiSYiSGe80;https://www.linkedin.com/feed/update/urn:li:activity:6757220267312848896;1;3;1
35;1610643750;"Last week we announced the acquisition of Sparkcentral, a leading social customer care provider, which will bring WhatsApp, Instagram and other messaging channels directly into Hootsuite creating a seamless customer care journey 🎉
 
 We’re going live to tell you all the things you want to know.
 
Join our CEO Tom Keiser, and our new VP of Sales, Christoph Neut, former CEO, Sparkcentral, now VP, Sales at Hootsuite on January 15 at 8 am PST. #LinkedInLive 

Tune in here: http://ow.ly/u56s50D7U8q";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4E22AQH6MMx-bNA0uQ/feedshare-shrink_1280-alternative/0/1610643750014?e=1613606400&v=beta&t=c6Nb54ollKB-ac-W6o8ZzU363UbEaTHQbpTJSrj4PuQ;https://www.linkedin.com/feed/update/urn:li:activity:6755529523665653760;0;43;0
36;1610401836;"Is social media broken? 🥰 😥 🙂 
 
Join Hootsuite Founder Ryan Holmes and ‘Dragon’ Michele Romanow as they discuss the greatest pitfalls and promises of social media today, and how you can navigate the ever-changing medium in order to thrive. 
 
🎉 Get a FREE copy of Ryan Holmes’ new book, #SavingSocial for the first 100 registrants: http://ow.ly/1ZpH50D5KWD

(More details on how to redeem in the description!)
 
#LinkedInLive";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQF98CJeYBzi4A/feedshare-shrink_1280-alternative/0/1610401837101?e=1613606400&v=beta&t=KfTBTyBmgMBXDqzSFzb0hjp1upVuzHqNah02jqq38UY;https://www.linkedin.com/feed/update/urn:li:activity:6754514866918170624;3;37;1
37;1611590533;"🚨 Contest Alert! 🚨

2020 came with many challenges. But despite the hardships, many of you showed some fantastic creativity and used your social media superpowers to keep your audience engaged. 

We want to see your favourite social media achievement of 2020. Show off your social media superpowers with your best campaign, craziest idea or initiative you're most proud of. 

Share using #SocialSuperpower and be in with a chance to win some Hootsuite swag. Check the link for more details! 🦉";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCk1F.png;https://www.linkedin.com/feed/update/urn:li:activity:6759500620845092864;0;37;1
38;1611504075;"It’s time to bridge the gap between engagement and customer identity 🤝

Our #SocialTrends2021 report will help light the way forward.";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCfqh.png;https://www.linkedin.com/feed/update/urn:li:activity:6759137991588892672;2;17;3
39;1611678310;Building trust and confidence during COVID-19 was key for Meliá Hotels International. Discover how Meliá's influencer led #StaySafewithMeliá campaign showcased their new procedures to keep guests safe and encourage customers to travel again.;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCpqA.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6759868787824054273;0;10;1
40;1611584705;Your monthly Facebook round-up 👍 ;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/07/New-Facebook-updates_1080x1080.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6759476178752442368;0;48;3
41;1611930308;"Is TikTok actually the best place to reach Gen Z? 

Is online shopping as rampant as it was in 2020? 

Test your assumptions with this comprehensive report on the state of digital, ecommerce, and social media. #Digital2021";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCEWt.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6760925741380120577;2;51;3
42;1611342914;Get the 411 on LinkedIn's foray into 24 hour content and how your brand can make the most of it.;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2021/01/linkedin-stories.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6758462030212014080;0;6;1
43;1611334965;COVID-19 hit the hospitality industry hard in 2020 and when it did Meliá Hotels International knew a social-first communication model was going to be key in their recovery.;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NC8Eu.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6758428691564392448;0;15;0
44;1611328516;WTF does that mean? ;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2019/04/Social-media-acronyms_1080x1080.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6758401642736959488;4;108;23
45;1612202515;"How many social networks you have and what it says about you 😂

1-4 apps ✨ you’re a social media n00b
5-8 apps ✨ your screen time is higher than your best friend
10 apps ✨ are you a social media manager?";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCS4y.png;https://www.linkedin.com/feed/update/urn:li:activity:6762067459613716480;3;78;16
46;1612192217;Social Media Managers, you're going to want to bookmark this 🙌  ;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCR3r.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6762024266734026753;53;951;140
47;1612368140;There was a 458% increase in daily views of videos about making sourdough bread in 2020. Guilty 🙋‍♂️;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2019/12/youtube-statistics.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6762762140274196480;5;44;6
48;1612362307;"Hey! What are you doing on February 18th?!

Listening to world-renowned analyst, Simon Kemp chatting about the key insights you need to know about Digital in 2021 😉

Save your spot! #Digital2021";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/ND1Ga.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6762737675746217984;0;23;3
49;1611248552;New year, new Insta updates. Here's what you need to know.;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NC3os.png;https://www.linkedin.com/feed/update/urn:li:activity:6758066250150096896;2;49;9
50;1611338527;"🚨Friday Challenge 🚨

Tell us you're a social media manager without telling us you're a social media manager ✨";;https://www.linkedin.com/feed/update/urn:li:activity:6758443632992239616;231;267;5
51;1611421299;Get to know the people of Facebook 👋 ;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2019/12/top-facebook-demographics.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6758790801280512000;3;64;11
52;1611414093;"You’ve heard of our social trends for 2021 but don’t know how to put them into practice? 

Join our industry experts from Talkwalker,  ReviewTrackers and of course Hootsuite as they answer all your questions in our latest panel on January 27. 

Save your spot: #SocialTrends2021";;https://www.linkedin.com/feed/update/urn:li:activity:6758760579508273153;0;11;0
53;1611864914;"Looking for a path to growth on digital this year? 📈 

Join our #LinkedInLive with world-renowned analyst, Simon Kemp and Hootsuite’s Head of PR, Melanie Gaboriault, for the biggest headlines and takeaways from our newly released #Digital2021 report.";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCBeM.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6760651457076174848;0;20;1
54;1611848716;Always. Be. Testing 🙌   ;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2021/01/experiment-linkless-tweets.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6760583518574657536;0;29;3
55;1612123259;"This is your time  to shine on social ⚡️

Hootsuite experts illuminate the top trends impacting your brand, with insights on the most effective ways to bring new customers in the door. ";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCNle.png;https://www.linkedin.com/feed/update/urn:li:activity:6761735034098483200;1;33;4
56;1611594141;"Comment les réseaux sociaux permettront aux marques de renouer avec la croissance ? #2021AllerALEssentiel 

Pour le découvrir, rejoignez-nous demain pour une matinée riche en partages d’expériences et en témoignages, en partenariat avec Majda Chaplain de MC Factory.
 
Avec les témoignages de Santiago Garcia Solimei de Meliá Hotels International, Yan Rodriguez de RATPgroup, Marion Watkins de Yves Rocher, Charlotte Maillet Dequidt de Agatha Paris, Céleste Durante de leboncoin et Ventugol Aurélien de Europcar. 

Nous finirons la matinée avec une interview de Pierre Halté, sur la thématique ""Émoticônes et émotions, des histoires de langages”.

Inscrivez-vous sans plus attendre ! 🦉";MEDIA_PHOTO - https://s3.amazonaws.com/s3.clients.splashthat.com/img/events/splash/cards/458007194.x3.65edc668.png;https://www.linkedin.com/feed/update/urn:li:activity:6759515755135410177;0;2;0
57;1611939770;Happy Friday folks. Remember, it's ok if you didn't quite finish that strategy this week, made a couple of typos or are feeling a little burned out. You got this 👊;;https://www.linkedin.com/feed/update/urn:li:activity:6760965427750326272;8;190;5
58;1612372598;"🚨 Discussion Time! 🚨

What are the most common questions you get asked as a social media manager? The good and the bad 🤔";;https://www.linkedin.com/feed/update/urn:li:activity:6762780839727255554;55;73;1
59;1612108898;In October 2020, the number of social media users worldwide passed the 4 billion mark 😲;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/01/demographics-that-matter.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6761674801007362048;0;84;15
60;1611955207;"The world has gone digital in the wake of the pandemic, and social has become a critical communication channel for businesses 🌐

Join experts from Proofpoint, UpContent and Hootsuite for this webinar to understand how to successfully enable your employees to represent your business on social. 

Register now!";MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCGTs.jpeg;https://www.linkedin.com/feed/update/urn:li:activity:6761030175636377600;0;22;0
61;1611932558;Social media superpowers were put to the test in 2020. Show us your proudest social media achievement in 2020 using #SocialSuperpower and be in to win some Hootsuite Swag!;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCF9u.png;https://www.linkedin.com/feed/update/urn:li:activity:6760935178257887233;0;6;0
62;1611831909;22 ways to get more love on Instagram 👀;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/02/instagram-engagement.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6760513024232067072;4;89;9
63;1612198981;Fancy some Hootsuite swag? Show us your proudest social media achievement in 2020 using #SocialSuperpower and be in with a chance to win🦉;MEDIA_PHOTO - https://d2jhuj1whasmze.cloudfront.net/photos/original/NCRLo.png;https://www.linkedin.com/feed/update/urn:li:activity:6762052637429915649;1;5;0
64;1612019710;90 million people click on Instagram product tags every month. Ninety. Million 🤯;MEDIA_PHOTO - https://mk0hootsuiteblof6bud.kinstacdn.com/wp-content/uploads/2020/02/instagram-demographics.jpg;https://www.linkedin.com/feed/update/urn:li:activity:6761300722089762816;2;178;24
65;1612302001;"Tune in for a #LinkedInLive with Hootsuite’s Recruiter and Commercial Account Executives (CAE) from across the globe! 🌎   They’ll explore: 

✅ Value-based selling
🏷 Bringing values-selling to life in your sales process
💻 Joining Hootsuite’s CAE team

Register now: http://ow.ly/6Zqj50Dpyz1";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4E22AQHIfPZ7sg01Dw/feedshare-shrink_1280/0/1612302001627?e=1615420800&v=beta&t=nXQwomuACkLEWe4lMkCWtwwtLLjxxClogb21ueN07q4;https://www.linkedin.com/feed/update/urn:li:activity:6762484736247042048;0;19;0
66;1612292492;An inspiration to us all 🌈 #ThankyouCaptainSirTom;MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQHYcs8FQR0wvA/feedshare-shrink_1280/0/1612292492569?e=1615420800&v=beta&t=CFmm26HmF0bzrK862nKeZgPeNG_dFYRLmyAM4QpPcc4;https://www.linkedin.com/feed/update/urn:li:activity:6762444850865442816;1;61;4
67;1611820859;"Wir sind auf der Suche nach einem Business Development Representative (BDR), der dabei hilft, unser Sales-Team zu unterstützen und den Kundenstamm von Hootsuite zu erweitern.

Lust darauf Teil unseres Teams in London oder Hamburg zu werden? 🦉 Hier geht's zur Anzeige: ow.ly/YzuA102xs1R";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQEr-MAkOqAW9w/feedshare-shrink_1280/0/1611820859117?e=1614816000&v=beta&t=eQ1HjTzIG0i9SAlwyI_EzVERGySqpSfskAf9o6mQuW8;https://www.linkedin.com/feed/update/urn:li:activity:6760466677172846592;0;1;0
68;1611756915;"Unser #Digital2021-Report ist da! 

Kleiner Tipp: Lesezeichen für den Report setzen, damit Sie ihn im Laufe des Jahres wieder aufrufen können, um Statistiken über die Nutzung von Social Media, E-Commerce, Gaming, Kryptowährungen, Werbeausgaben, Suchverhalten und mehr zu erhalten.

Hier geht's zum Report: http://ow.ly/zI4450DiQKA";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQHt--Ybmh8Gtg/feedshare-shrink_1280/0/1611756915177?e=1614816000&v=beta&t=T1WoNQ7d0VuVDuHcyEKYlg77Y_LZNLHVCGk7cMX4ZcY;https://www.linkedin.com/feed/update/urn:li:activity:6760198476711112704;0;1;0
69;1611710058;"Tune in for a #LinkedInLive with Hootsuite’s Recruiter and Commercial Account Executives (CAE) from across the globe! 🌎  They’ll explore: 

✅ Value-based selling
🏷 Bringing values-selling to life in your sales process
💻 Joining Hootsuite’s CAE team

Save the date: http://ow.ly/ojqd50DjdtQ";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQGmhMHYuOpUMw/feedshare-shrink_1280/0/1611710058275?e=1614816000&v=beta&t=ApAsFXboARewnT3Q6EQgwhlLlOiw4Xw9TGILSJ-EfHU;https://www.linkedin.com/feed/update/urn:li:activity:6760001944707706880;1;29;2
70;1611238516;"It’s our biggest and most comprehensive report on the state of social media, ecommerce, digital ad spending and more. 

And it drops on Jan 27 🗓 #markyourcalendars #Digital2021";MEDIA_PHOTO - https://media-exp1.licdn.com/dms/image/C4D22AQGYa7wOD4aR1g/feedshare-shrink_1280-alternative/0/1611238516616?e=1614211200&v=beta&t=8Fo4QXjd1TzIcIO63CsGJPbJL2F-HerN1yS8nYJvv3g;https://www.linkedin.com/feed/update/urn:li:activity:6758024155691544576;9;124;7
